,tweet
2396, या स्थितीत मुंबईतील चाचण्यांची संख्या वाढविण्याची नितांत गरज आहे मुंबईत दिवसाला हजार चाचणीची क्षमता असताना प्रत्यक्षात मात्र दिवसाला चार ते साडेचार हजार चाचण्या केल्या जात आहेत हे संकट पूर्णत ओळखल्याशिवाय आणि ते हाताळण्यास सज्ज झाल्याशिवाय ही लढाई पूर्ण होऊ शकणार नाही 
2397, ऐन दिवाळीत राज्यातील शेतकरी निसर्गाच्या अस्मानी व सुल्तानी संकटांनी दिवाळखोरीत निघाला मुसळधार पावसामुळे राज्यातील नुकसान झालेल्या सोयाबीन भात कापूस मका भाजीपाला उत्पादक शेतकर्यांच्या झालेल्या नुकसानीचे पंचनामे करून शासनाने तातडीने नुकसानभरपाई द्यावी 
2398, औरंगाबादमध्ये सध्या भीषण पाणीटंचाई आहे वर्षं शिवसेनेची मनपावर सत्ता असूनही चंद्रकांत खैरे सारखा अत्यंत कुचकामी व अकार्यक्षम खासदार पाण्याचा प्रश्न सोडवू शकला नाही या पुडीबाज नेत्याचा गाषा गुंडाळण्यासाठी जनतेला साथ द्यायला मी आज सायंकाळी औरंगाबाद पश्चिम येथे सभा घेणार आहे 
2399, मुख्यमंत्री महोदय राज्यात हे काय चालले आहे मनोहर भिडे आणि त्याची पिलावळ पुरोगामी विचारांच्या प्रत्येकाचा पानसरे दाभोलकर करायला निघाली आहे श्री छगन भुजबळ साहेबांच्या केसालाही धक्का लागला तर महाराष्ट्र पेटून उठेल या पिलावळीला वेळीच आवर घाला 
2400, मराठा आरक्षण लढ्याचे नेते मराठा क्रांती मोर्चाचे समन्वयक शांताराम बापू कुंजीर यांच्या अकस्मित निधनामुळे पुरोगामी चळवळीचे मोठे नुकसान झाले आहे शांताराम बापू कुंजीर यांना भावपूर्ण श्रद्धांजली 
2401, सभेच्या बंदोबस्तावेळी पोलीस कर्मचारी अधिकारी यांनी तत्पर व सज्ज असावयास हवे मात्र सभा सुरळीत सुरू असताना विशेषत महिला पोलीस कर्मचाऱ्यांना निष्कारण त्रास सहन करावा लागतो असे मला वाटते तसेच वरिष्ठ पोलीस अधिकाऱ्यांनी देखील तिष्ठत राहणे मला उचित वाटत नाही 
2402, कर्जमाफीचे निकष अमान्य 
2403, जी मीमुख्यमंत्रीबोलतोय या कार्यक्रमातून मी योग्य बोलत आलो आहे याचा जणू दुजोरा देत आहेत 
2404, याआधी समाजाने शांतपणे लाखोंचे मोर्चे काढले इतके दिवस उलटूनही सरकारने अद्यापही मराठा समाजाच्या मागण्या मान्य केल्या नाहीत मराठा क्रांती मोर्चामधील तरूणांनी निवेदन दिले असताना आणि अशी घटना घडू शकते याबाबतची माहिती असतानाही प्रशासनाने कोणतीही आवश्यक खबरदारी घेतली नाही 
2405, काँग्रेसचे नेते आणि माजी परिवहन आणि जलसंधारण मंत्री बाबासाहेब धाबेकर यांचं निधन झाल्याची बातमी दुःखद आहे विकासाभिमुख समाजकारण राजकारण करणारं व्यक्तिमत्व आपण गमावलं आहे त्यांना भावपूर्ण श्रद्धांजली 
2406, ज्येष्ठ अभिनेत्री आशालता वाबगावकर यांच निधन झाल्याचे वृत्त समजले अत्यंत दुःख झालं त्यांनी मराठी संगीत रंगभूमी आणि चित्रपट सृष्टीत आपले महत्वाचे स्थान निर्माण केले होते कवयित्री गायिका लेखन चित्रपट अशा क्षेत्रात त्यांनी अजरामर अशा भूमिका साकारल्या 
2407, मुंबईत हाँटेल बार पब × सुरु ठेवण्याचा निर्णय सरकारने घेतल्याचे समजले त्याबाबत नियम नियमावली काय आहे ही प्रसिद्ध व्हायची आहे ती झाल्यावर सविस्तर बोलूच पण निवासी भागात हाँटेल पब × सुरु ठेवून सामान्य नागरिकांची शांतता भंग होणार असेल तर आमचा कडाडून विरोध राहिल 
2408, योगी साध्वी बाबा व स्वामी इत्यादी विशेषणे ही हिंदू धर्मात अत्यंत आदरणीय आहेत स्वतःला मायेपासून काम क्रोध लोभ आणि द्वेषापासून मुक्त करुन समाजाला अध्यात्माकडे घेऊन जाणारे हे लोक असतात भाजपा आणि संघाने अशी विशेषणे लावणाऱ्या बोगस लोकांना पदे देऊन हिंदू धर्माचा अवमान केला आहे 
2409, या घटनेनं अख्खा महाराष्ट्र खवळलाय दिड महिना लोटूनही मारेकरी मोकाट फिरतायेत पोलीस खातं काय करतंय गृहमंत्री काय करतायेत पुण्यातही अडीच वर्षांच्या चिमुरडीची अमानुष हत्या झाली कायद्याचा धाक नसल्यानं गुन्हेगारी फोफावतेय कायदासुव्यवस्थेला तिलांजली देतंय 
2410, मंदिर मसजिद विवाद सुप्रीम कोर्टात प्रलंबित असताना सरसंघचालक कायदा आणण्याची भाषा करतात राज्यातील सत्ताधाऱ्यांचे भागीदारही त्याची री ओढतात हा न्यायप्रक्रियेवर अविश्वास नाही का जो काही निकाल येईल तो प्रत्येकाने स्वीकारण्याची तयारी का दिसत नाही जवाबदो 
2411, दुध अनुदान म्हणजे ‘राजा उदार झाला आणि हाती भोपळा’ दिला घोषणा करायच्या पण अंमलबजावणीच्या नावाखाली बोंब अशी या सरकारची गत आहे याचा फटका दुध उत्पादकांना तर बसणारच पण सर्वसामान्यांच्या खिशालाही भोक पडणार हा प्रश्न लवकरात लवकर निकाली काढा 
2412, भाजपाच्या सोळा मंत्र्यांचा नव्वद हजार कोटींचा घोटाळा मी पुराव्यानिशी समोर आणला त्यांची चौकशी झाली नाही माझं मुख्यमंत्र्यांना आवाहन आहे की चौकशी लावा जर पुरावे खोटे निघाले तर मला महाराष्ट्राच्या कोणत्याही चौकात फाशी द्या परिवर्तनयात्रा निर्धार परिवर्तनाचा नवीमुंबई 
2413, महाराष्ट्राचे यांच्या नागपुरात गुन्हेगारी सर्वाधिक वाढलीय खून लूटमार दरोडे यांसारखी प्रकरणं अधिक पहायला मिळतायेत सुरक्षा व्यवस्थेचा बोजवारा उडालाय गुंड प्रवृत्तीच्या लोकांना हे सरकार राज्यमंत्री पदाचा दर्जा देतं अराजकता माजवणं हेच यांचं धोरण शिवस्वराज्ययात्रा 
2414, राज्यात पेक्षाही भीषण दुष्काळ असून शेतकरी मोठ्या संकटात आहे या दुष्काळी परिस्थितीत शेतकऱ्यांना पेरणी व पूर्व मशागतीच्या कामासाठी जूनपर्यंत एकरी हजार रुपयांची मदत द्यावी अशी मागणी मुख्यमंत्र्यांना प्रत्यक्षात भेटून केली यावेळी खा सुद्धा उपस्थित होते 
2415, बुराडी प्रकरण आत्म्यांशी बोलणं ही सिद्धी नाही मानसिक आजार आहे डॉ हमीद दाभोलकर 
2416, गटारात बुडून आणखी एका बालकाचा मृत्यू झाला आहे आठवड्याभरात ही तिसरी घटना आहे मनपातील भ्रष्टाचार याला कारणीभूत आहे जन आशिर्वाद यात्रा काढणाऱ्यांनो या लहान लेकरांच्या आईवडिलांचे तळतळाट तुम्हाला लागल्याशिवाय राहणार नाही 
2417, मजूर मिळाले नाहीत म्हणून काल तब्बल तास उशिराने लोकमान्य टिळक टर्मिनल ते गोंडा ही ट्रेन अर्धी रिकामी गेली हे राज्य शासनाचे अपयश आजही मजूरांबाबत समन्वय नाही ज्या अधिकाऱ्यांना नियुक्त केले त्यांनाच कोरोना झाला पत्रपंडित प्रभादेवीत बसून राजकारण करण्यापेक्षा ही दृश्य पहा 
2418, विरोधी पक्षनेत्यांचे हिंमत असेल तर पुन्हा निवडणूक लढवून दाखवा विधान अत्यंत बेजबाबदारपणाचे आहे राज्याला राष्ट्रपती राजवटीत ढकलणाऱ्यांना पुन्हा निवडणूक परवडणार नाही ही जाणीव नाही निवडणूक हा खेळ वाटला का अंधारात कारस्थानाने शपथ घेणारे फडणवीस सत्तेच्या हव्यासापोटी आंधळे झाले आहे 
2419, यात कारखान्यांचं आर्थिक नुकसान आहे त्याचा परिणाम ग्रामीण अर्थकारणावर होतो कारखान्यांचे मालक शेतकरी आहेत त्यांचं नुकसान होतं सरकारने याकडे गांभीर्याने लक्ष द्यायला पाहिजे जो सामान्य शेतकरी आहे त्याच्या पदरात चार पैसे पडतील यासाठी सरकारचं प्रत्येक पाऊल उचललं गेलं पाहिजे 
2420, राज्यात इतके प्रश्न असतानाही मते मागण्याचे काम हे सरकार करत आहे हाताला किती काम दिले किती शेतकऱ्यांना वाचवले शेतकऱ्यांचा किती फायदा काय केला समाजात एकजुट निर्माण करण्यासाठी काय केलं पाते आधी सांगा पण यावर हे सत्ताधारी काहीच बोलत नाहीत नांदेड 
2421, खोटं बोला पण रेटून बोला हा मुख्यमंत्र्याचा उद्योग सुरू आहे म्हणे हजार हेक्टर जमीन ओलिताखाली आली आहे मात्र आर्थिक अहवालात तर मुख्यमंत्र्यांचं हे ‘सत्य’ कुठेच नाही मुख्यमंत्री साहेब किती खोटं बोलवं याचे तरी भान राखा 
2422, कर्जमाफी प्रक्रियेचा बोजवारा उडाला केवळ कोटी शेतकऱ्यांच्या खात्यावर वर्ग झाले आहेत मी केवळ बॅंकांचे नव्हे तर खाजगी सावकारांकडून व मायक्रोफायनान्स कंपन्यांकडील शेतकऱ्यांचे कर्ज माफ करावे अशी मागणी केली होती सरकारने ऐकलं असतं तर हरीदास इंगळे या शेतकऱ्याचे प्राण वाचले असते 
2423, अतिक्रमण काढावीत या मागणीसाठी आत्मदहन केलेल्या कर्जतच्या जि नगर तौसिफ शेखच्या कुटुंबियांची आज भेट घेऊन सांत्वन केले तौसिफचा मृत्यू हा प्रशासनाने घेतलेला बळी असून या प्रकरणी सर्व दोषींवर निलंबनाची कारवाई व त्यांच्यावर खुनाचा गुन्हा दाखल झाला पाहिजे 
2424, कर्जमाफी प्रक्रीयेतून सरकार शेतकऱ्यांची थट्टा करीत आहे 
2425, पारदर्शक जी विजयकुमार गावित यांच्यावर कारवाई समृद्धी महामार्ग जमीन व तूर खरेदी घोटाळा चौकशी खा संजय काकडे यांचा राजीनामा कधी 
2426, राज्यात दुष्काळाची तीव्रता प्रचंड वाढली असताना सरकारी यंत्रणा व नियोजन पूर्णपणे ढेपाळले आहे आज यांच्या अध्यक्षतेखाली च्या ज्येष्ठ नेत्यांच्या शिष्टमंडळाने मा राज्यपालांची भेट घेतली व मागण्या पुढे ठेवल्या 
2427, गेल्या काही दिवसांपासून देशात आणि राज्यात महिलांवरील अत्याचाराच्या घटना घडल्या आहेत या घटना चिंताजनक असून महिलांना अधिकाधिक सुरक्षित परिवेश देण्यासाठी सरकारने पुढाकार घेण्याची गरज असल्याचे सभागृहात सांगितले 
2428, मुंबईतील एकरातील महापौर बंगल्याचा भूखंड घेतला आता एकर वरळी डेरीचा भूखंड नाईट लाईफसाठी हडप करणार एकरातील महालक्ष्मी रेस कोर्सवर पण यांची नजर आहेच मुंबईकरांचे भूखंड खाणे हेच का यांचे पर्यावरण प्रेम नाकरोनाबजेट 
2429, दानवेसाहेबांचा पूर्व इतिहास पाहून त्यांच्या कार्यकर्तृत्वाचा अभ्यास करून त्यांची वक्तव्ये आणि कृती समजून आपल्या सर्वांना कितीही वाटलं की हे त्यांचेच ट्विट असेल तरी भाजपातर्फे घोषित केले आहे की हे फेक म्हणजे खोटे आहे त्यामुळे मनाला वाटत नसेल तरी समज घाला हे फेक आहे हे मानून घ्या 
2430, पेक्षा अधिक लोकांनी मांडलेले हे मत त्या वाल्यांना चपराक आहे 
2431, विनाअनुदानित सिलेंडर आता पैसे अधिक लागणार व अनुदानित सिलिंडर रुपयांनी वाढला डिझेल आणि पेट्रोल आधीच वाढलं आहे सामान्य माणसांचा खिसा हलका करुन त्याला हलकं हलकं वाटलं पाहिजे अशी मोदीजींची भावना आहे असे भाजपा ने म्हटले तर आश्चर्य वाटू नये 
2432, सन्माननीय विरोधी पक्षनेते यांना आक्षेप घेण्याचा नैतिक अधिकार आहे का लपून छपून शपथ कोणी घेतली वरिष्ठ सदस्य असतानाही ज्युनियर सदस्याला हंगामी अध्यक्ष कोणी बनवले खोटं पत्र देऊन रात्रीच्या अंधारात सरकार कोणी बनवले आमदार फोडण्याचा प्रयत्न कोणी केला 
2433, पवार साहेब एैका की अदित्य भैया काय म्हनत आहेत महाविकासआघाडी महाभकासतिघाडी महाराष्ट्र मराठी फशिवसेना लाचारसेना 
2434, विधिमंडळाच्या कोणत्याही सभागृहाचे सदस्य नसणाऱ्यांना मंत्री पद दिले जात आहे असे दिसते अशांना महिन्यात निवडून आले पाहिजे हा नियम आहे परंतु या विधानसभेचा कार्यकाल संपेपर्यंत अशी मंडळी कोणत्याही सभागृहाचे अधिकृत सदस्य होऊ शकणार नाही ही लोकशाहीची विटंबना ठरणार नाही का 
2435, राज्य सरकारच्या निर्णयामुळे महाराष्ट्रातील नागरिकांना मात्र नाहक फटका बसत आहे मुख्यमंत्री मा उद्धव ठाकरेजींना माझी विनंती आहे की त्यांनी क्वारंटाईनच्या नियमांचे काटेकोरपणे पालन करीत मुंबईत विमान लँडिंगला परवानगी द्यावी 
2436, महाराष्ट्र ही शिवरायांची भूमी आहे महाराष्ट्राचा सातत्याने जाणिवपूर्वक अपमान भाजप करत आहे अजूनही भाजपाने कंगनाचा निषेध केला नाही कंगना व राम कदम यांचे बोलविते धनी असलेल्या आणि महाराष्ट्रद्रोही भाजपने विनाशर्त महाराष्ट्राच्या जनतेची माफी मागावी ही आमची मागणी आहे 
2437, महापरिक्षा पोर्टल बंद झालंच पाहीजे 
2438, शिक्षण क्षेत्रात संघाची घुसखोरी महाविकास आघाडी खपवून घेणार नाही थोरात 
2439, राज्य पोलिस तक्रार प्राधीकरणावर नियमबाह्य आणि गुन्हेगारी पार्श्वभूमी असलेल्या व्यक्तीची नियुक्ती करण्याचे नेमके कारण काय मुख्यमंत्री मा उद्धव ठाकरेजी यांना पत्र 
2440, देशातील प्रतिष्ठित विद्यापीठ जेएनयु मध्ये विद्यार्थ्यांवर चेहरा झाकून आलेल्या हल्लेखोरांनी केलेल्या भ्याड हल्ल्याचा तीव्र निषेध या हल्ल्याची सखोल चौकशी करून हल्लेखोरांना त्वरित अटक करावी हल्लेखोर कोणीही असो त्यांच्या मुसक्या आवळून त्यांच्यावर कठोर कारवाई करावी 
2441, जे आम्ही पितो तेच लोकांना पाजतो चहावाल्याच्या नादी लागाल तर तुम्ही औषधालाही शिल्लक राहणार नाही 
2442, जनतेला आवाहन भाजपने शिवसेनेवर प्रचंड मानसिक अत्याचार केले आहेत जी कमळाबाई पायाजवळ होती ती कमळाभाई होऊन डोक्यावर नाचते इडीची भीती दाखवते म्हणूनच असंबद्ध बडबड पोकळ विरोध मुख्यमंत्रीपदाची दिवास्वप्ने व लोटांगण असा विरोधाभास दिसतो शिवसेनेला उपचारांची गरज आहे तिरस्कार करु नका 
2443, देवेंद्र फडणवीस सरकारकडून धनगर समाजाची आणखी एक फसवणूक 
2444, कोल्हापुरात ऑगस्टपर्यंत सरकारने जमावबंदी लागू करण्याचा निर्णय घेतला आहे सरकार साफ अपयशी ठरले आहे जनता यांच्या विरोधात रोष व्यक्त करणारच म्हणून स्वतःची कातडी वाचवण्याचा हा केविलवाणा प्रयत्न आहे या सरकारने आज इंग्रजांची आठवण करून दिली आहे सेल्फिशसरकार 
2445, सारथीतून विद्यार्थ्यांना ज्या निधीचा लाभ मिळाला पाहिजे त्यातून लाखोंचे मानधन यांच्या जवळच्या विचारांच्या लोकांना मिळाले लाखोंच्या गाड्या घेतल्या गेल्या याची चौकशी का नको मराठा समाजाची भाजपा दिशाभूल करत आहेत सारथी बंद तर होणारच नाही व समाजाच्या हितासाठी अधिक मजबूत केली जाईल 
2446, एकाच वेळी अनेक जिल्ह्यांमध्ये अशी पूरस्थिती आलेली मी पाहिलेली नाही यावेळी पुराची व्याप्ती आणि शेती उत्पादनाच्या दृष्टीने या भागाचं शेतीतलं स्थान पाहता अभूतपूर्व अशा नुकसानाला तोंड देण्याची तयारी आपल्याला ठेवावी लागेल 
2447, येथील विमान अपघाताची बातमी अतिशय दुःखद आहे या अपघातात मृत्युमुखी पडलेले वैमानिक व अन्य प्रवाशांच्या कुटुंबियांप्रती मी संवेदना व्यक्त करतो जखमींच्या प्रकृतीत लवकर सुधारणा होवो ही प्रार्थना 
2448, महाराष्ट्र केसरी स्पर्धेतून कुस्ती निकालांवर आक्षेप घेऊन अनेक पैलवानांनी माघार घेणे हे माझ्यासारख्या कुस्ती शौकिनासाठी दुःखदायक गोष्ट आहे खेळात राजकारण नको असे मानणारा मी आहे महाराष्ट्रकेसरी 
2449, मोनोरेल ला लागलेली आग चिंताजनक सरकारतर्फे देखभाल मॅन्युअल प्रमाणे दर्शविलेल्या कामात हयगय झालेली दिसते चौकशी प्रामाणिकपणे व्हावी 
2450, सोलापूर हे कापड उद्योगाचं यंत्रमागधारकांचं गोरगरीबांचं शहर गेल्या चार वर्षांमध्ये एखादा नवीन उद्योग आला असेल आणि त्या उद्योगामध्ये रोजगाराची संधी निर्माण झाली असं सोलापुरातील एखाद्या तरुणाने या जाहीर सभेत उठून उभं राहून सांगावं कुणी सांगू शकणारच नाही हल्लाबोल सोलापूर 
2451, अनेक वर्षे काँग्रेसच्या विविध सरकारांनी जातीयवाद संपवण्यासाठी सातत्याने प्रयत्न केले देशाला गेल्या वर्षांत मागे घेऊन जाण्याचे पातक भाजपाने केले आहे दलितांवरील अत्याचार वाढत आहेत व जातीयवादी विचारधारा पुन्हा बळावते आहे मनुवादी विचारधारेचे दुष्परिणाम दिसत आहेत जाहीर निषेध 
2452, ज्येष्ठ अभिनेते व संवाद लेखक कादर खान यांच्या निधनाचे वृत्त संपूर्ण देशाला चटका लवणारे आहे आपल्या दमदार अभिनय व संवादशैलीने त्यांनी सिनेरसिकांच्या मनावर नेहमीच अधिराज्य गाजवलं त्यांनी साकारलेल्या भूमिका रसिकांच्या सदैव स्मरणात राहतील मी त्यांना भावपूर्ण श्रद्धांजली अर्पण करतो 
2453, विधान परिषदेच्या सभागृहात शोक प्रस्तावावेळी भारताचे माजी राष्ट्रपती भारतरत्न प्रणव मुखर्जी यांना श्रद्धांजली अर्पण केली 
2454, जगात महासत्ता म्हणून आपला देश पुढे येत असतांना लोकसंख्या वाढीवर नियंत्रण ठेवणे हे महत्वाचे झाले आहे बेरोजगारी दारिद्रय भूक गुन्हेगारी पर्यावरणीय असमतोल वाढते स्थलांतर पाणी टंचाई आरोग्य व इतर मानवी समस्या ह्या लोकसंख्येच्या विस्फोटामुळे निर्माण झाल्या आहेत 
2455, राजमाता आई जिजाऊ यांना स्मृतिदिनी भावपूर्ण आदरांजली 
2456, अतिशय दुःखदायक घटना 
2457, वैद्यकीय क्षेत्रातले तज्ज्ञ डॉ ह वि तथा हणमंत विद्याधर सरदेसाई यांच्या निधनानं निसर्ग व वैद्यक क्षेत्राची सुयोग्य सांगड घालणारा आरोग्यादायी जीवनाचा वाटाड्या हरपला आरोग्यविषयक लेख लिहून त्यांनी साहित्य सेवाही केली त्यांना भावपूर्ण श्रद्धांजली 
2458, कमला मिलमधील पबना लागलेल्या आगीच्या वेळी आणि याच ठिकाणी नाईटलाईफ सुरु झाले तेव्हा ही मी सातत्याने सांगत होतो की कमला मिलमधे चा घोटाळा करण्यात आला आहे मी चौकशीची मागणी केली अखेर चौकशीतून घोटाळा उघड झाला आता तरी पालिका कठोर कारवाई करणार का फौजदारी गुन्हे दाखल करणार का 
2459, राज्याचे मुख्यमंत्री आज सांगतात की हजार कोटींची मदत शेतकऱ्यांना केली कोणाला केली नुसता बोलाचा भात आणि बोलाचीच कढी रेटून खोटं बोलून राज्यातील जनतेची फसगत करायची अशी सध्याच्या राज्यकर्त्यांची वृत्ती आहे 
2460, काँग्रेस पक्षाच्या नेत्यांनी केलेल्या प्रखर आंदोलनानंतर स्वातंत्र्यानंतर वर्षांनी संघाने आपल्या कार्यालयात झेंडावंदन सुरू केले परंतु आजही ते देशाच्या तिरंग्याला अशुभ समजतात 
2461, महाराष्ट्राच्या लोककलेचं संचित जपणारे आणि ते पुढच्या पिढ्यांपर्यंत नेणारे प्रसिद्ध लोककलावंत छगनराव चौगुले यांच्या आकस्मिक निधनाने महाराष्ट्राच्या सांस्कृतिक विश्वाचे अपरिमित नुकसान झाले आहे त्यांनी निर्माण केलेला लोककलेचा ठेवा जपूया छगनराव चौगुलेंना भावपूर्ण श्रद्धांजली 
2462, मराठी चित्रपटसृष्टीतील ज्येष्ठ अभिनेत्री आशालता वाबगावकर यांच्या निधनाने कलाक्षेत्राची मोठी हानी झाली आहे त्यांच्या अभिनयातून त्यांनी अनेक वर्षे अनेक भूमिका अजरामर केल्या भावपूर्ण श्रद्धांजली 
2463, महाराष्ट्राचे मुख्यमंत्री जी यांचे सासरे व सामना च्या संपादक सौ रश्मी ठाकरे यांचे वडील माधव पाटणकर यांचे निधन झाले त्यांच्या निधनामुळे पाटणकर व ठाकरे कुटुंबियांवर कोसळलेल्या दुःखात आम्ही सर्वजण सहभागी आहोत भावपूर्ण श्रद्धांजली 
2464, टी एन शेषन त्यांच्या निधनामुळे देशाने कुशल प्रशासक आणि शिस्तप्रिय अधिकारी गमावला आहे त्यांना भावपूर्ण श्रद्धांजली 
2465, भीमा कोरेगाव दंगली मध्ये एल्गार परिषदेला सरकारने दोषी ठरवणं म्हणजे चोर सोडून सन्यास्याला फाशी देण्यासारखे आहे दलितांच्या बद्दल मनुवादी द्वेष आणि दलित मराठा संघर्ष निर्माण करणं ही कूट कुटील नीती या मागे आहे मनोहर भिडे या संघाच्या पिलावळीवर कारवाई करा 
2466, बीडच्या खासदार ताईनी स्वतः कबूल केले की त्या पहिल्यांदाच नंदागौळ येथे आल्या नंदागौळची पाणीपुरवठा योजनेविषयी यांना कधीच आठवण झाली नाही ग्रामपंचायतीचे पैसे दुसऱ्या खात्याला वर्ग करताना नंदागौळ आठवलं नाही मत मागायला मात्र आलात त्यातूनच काय ते स्पष्ट होते 
2467, फडणवीस ‘विकासा’बरोबर ‘विवेका’लाही सोडचिठ्ठी दिलीत काय निखिल वागळे अक्षरनामा’तला ताजा लेख 
2468, अर्थसंकल्पातून स्पष्ट झाले की विषमता बेरोजगारी व ढासळलेली अर्थव्यवस्था या प्रश्नांना सरकारनेच जन्म दिल्याने ते सोडवण्यासाठी यांच्याकडे उपाय नाही आता गरीबांना कामगारांना व शेतकऱ्यांना तेज पाहिजे असेल तर स्वतःचा घाम तोंडाला पुसा हाच मोदींचा सल्ला राहील 
2469, सुशांत सिंह राजपूत प्रकरणात मुंबई पोलिसांवर राजकीय दबाव असून दोन तासात रियाचा घेण्यामागचा बोलविता धनी कोण 
2470, आपला समाज जनता आणि जमिनीशी नातं तुटलं की नेत्यांकडून अशी वक्तव्ये येतात संगत ही फार मोठा प्रभाव टाकत असते इथे तर भाजपा शी संबंध आहे 
2471, राज्याच्या इतिहासातील अभिभाषणावरील हे पहिले मुख्यमंत्र्यांचे उत्तराचे भाषण असेल ज्यात शेतकऱ्यांचा साधा नामोल्लेख सुद्धा नाही विदर्भात हे अधिवेशन होत असताना विदर्भाच्या संदर्भात अवाक्षर सुद्धा नाही 
2472, आपल्याच पक्षातल्या नेतेमंडळींची नाराजी ओढवून आगामी निवडणुकांसाठी भाजपा शिवसेनेनं जागांचा तिढा सोडवला आहे मात्र पक्षांतर्गत जागांविषयीच्या एकमताचं गणित सोडवण्यात दोन्ही पक्ष सपशेल अपयशी ठरलेत यांची युती म्हणजे दिव्याखाली अंधार असंच म्हणावं लागेल 
2473, भारतीय सिनेक्षेत्रातील सर्जनशील आणि संवेदनशील दिग्दर्शक निशिकांत कामत यांचे अकाली निधन अस्वस्थ करणारे आहे पटकथा लेखन अभिनय आणि दिग्दर्शनातील त्यांची अदाकारी आश्वासक होती त्यांच्या कुटुंबियांच्या दु खात मी सहभागी आहे निशिकांत कामत यांना भावपूर्ण श्रद्धांजली 
2474, राष्ट्रपिता महात्मा गांधीजींनी जगाला अहिंसेचा मार्ग दाखवला त्यांचा विचार संपवण्याचा कुणी प्रयत्न करत असेल तर हे लोकशाहीला धरुन नाही आज अर्थसंकल्पीय अधिवेशनाच्या पहिल्या दिवशी मूक आंदोलन करुन हिंदू महासभेच्या संतापजनक कृत्याचा निषेध केला अर्थसंकल्पीय अधिवेशन 
2475, औरंगाबादमधील रेल्वे अपघाताची घटना अतिशय दुर्दैवी आहे या दुर्घटनेत मृत्यू झालेल्या मजुरांना भावपूर्ण श्रद्धांजली घटनेची तातडीने चौकशी व्हावी 
2476, घमेंडी च्या विरोधात लोकांनी मारलेली मुसंडी 
2477, असे करून सातत्याने अधिकाऱ्यांना दोषी धरले जात आहे कार्यकारी अभियंता हे पद सचिव दर्जाचे नाही त्यामुळे मंत्र्यांची स्वाक्षरी असताना केवळ अधिकाऱ्यांवर जबाबदारी टाकून चालणार नाही सोयीचा अर्थ यातून काढला जातो आहे 
