,tweet
2599, सोलापूर जिल्ह्यातील शेतकऱ्यांनी सांगितली डाळिंब गाथा लोकसंवाद 
2600, लिंबोणीच्या झाडा मागे या स्व मधुसूदन कालेलकर यांच्या गाण्यांचे संकलन असलेल्या पुस्तकाच्या प्रकाशन सोहळ्यात आशाताई काळे व अन्य कलावंतांसह 
2601, माकडाला धर्म पण असतो 
2602, दिवसात कोटीवर शेतकऱ्यांनी कर्जमाफीसाठी ऑनलाइन अर्ज केले अशी होती संपूर्ण प्रक्रिया ऑनलाईन प्रक्रियेतून प्रामाणिकतेसाठी आग्रह कर्जमाफीवरील चर्चेला विधानसभेत उत्तर 
2603, उज्वला योजनेमुळे ग्रामीण भागातील महिलांचे हक्काचे इंधन असणारे रॉकेल बंद झाले त्यामुळे जिथे जिथे महिलांना भेटते तिथे त्या म्हणतात की आता आपलं सरकार आलय रॉकेल चालू करावं 
2604, परीक्षेच्या तयारीसाठी मराठा समाजातील तरुणांना दिल्लीत पाठवणार 
2605, मनोहर भिडे यांच्या फार्ममधील आंबे खाल्ल्यानेच भाजपा नेत्यांना त्यांच्यावर कारवाई करण्याची इच्छा होत नाही असे दिसते 
2606, संघात शेतीचे प्रशिक्षण कधीपासून दिले जाऊ लागले जर मोदींनी संघातून शेतीचे प्रशिक्षण घेतले असते तर आतापर्यंत पिकांमध्ये व फळांमध्ये ही भांडणे लावली असती केवळ रामफळ सीताफळ वा शबरीकरीता बोराची लागवड करा संकरीत शेती नको पाच झाड़ में पचीस फल आ रहे हैं 
2607, आगामी निवडणुकांच्या पार्श्वभूमीवर तसेच राज्याच्या विविध प्रश्नांवर चर्चा करण्यासाठी विधानसभेचे विरोधी पक्षनेते राधाकृष्ण विखे पाटील यांच्या निवासस्थानी काँग्रेस व राष्ट्रवादी काँग्रेसची महत्त्वपूर्ण बैठक झाली ज्येष्ठ नेत्यांसह या बैठकीस उपस्थित राहिलो 
2608, आदिवासी दलित शेतकरी कामगार आणि स्त्रियांवर होणाऱ्या अन्यायाविरुद्ध ठाम भूमिका मांडणाऱ्या तसेच नर्मदा बचाव आंदोलनाच्या नेत्या मेधा पाटकर यांनी मंत्रालय मुंबई येथे भेट घेऊन कामगारांच्या विविध समस्यांबद्दल चर्चा केली 
2609, मा मुख्यमंत्री उद्धवजी ठाकरे यांच्या अध्यक्षतेखाली व्हिडीओ कॉन्फरन्सच्या माध्यमातून मंत्रिमंडळाची बैठक पार पडली यावेळी कोरोनाच्या पार्श्वभूमीवर राज्यातील सर्व जिल्ह्यांचा आढावा ही घेण्यात आला 
2610, राज्यातील समस्त बळीराजाची मुलुख मैदानी तोफ श्री सदाभाऊ खोत यांचे लेखनी च्या तलवारीने जोरदार फटकारे बळीचा आक्रोश 
2611, दुष्काळात पाणीपुरवठा योजनांची वीजबिले टंचाई निधीतून भरणार 
2612, या सगळ्या गोष्टींचा विचार करून कांदा निर्यातबंदी बाबत फेरविचार करावा अशी विनंती सन्माननीय केंद्रीय मंत्री श्री पियुष गोयल यांना केली 
2613, शेतकऱ्यांचे विविध मुद्दे सभागृहात मांडले राज्यात रोज आठ शेतकरी आत्महत्या करीत आहेत त्यातच सर्वत्र दुष्काळी स्थिती आहे त्यामुळे केंद्र सरकार शेतकऱ्यांना दिलासा देण्यासाठी कर्जमाफीसारखी उपाययोजना करणार आहे का अशी सरकारकडे विचारणा केली 
2614, आज मिरज येथे मिरासाहेब दर्ग्यास गलेफ अर्पण केला 
2615, एफआरपी पेक्षा तीनशे जादा देणे शक्य स्वाभिमानी ने दिला हिशेब मार्च ते सप्टेंबर साखर दर नफ्याचे टेस्ट ऑडिट 
2616, गडचिरोली जिल्ह्याच्या दौऱ्यावर असतांना आज मी माझ्या युवक कॉंग्रेसच्या सहकाऱ्यांसह डॉ अभय बंग यांची भेट घेतली आदिवासी व युवकांच्या चळवळीच्या अनेक प्रश्नांसोबतच विविध विषयांवर चर्चा झाली 
2617, शिवस्वराज्य यात्रा टप्पा तिसरा दि सप्टेंबर रोजीचा शिवस्वराज्य यात्रेचा नियोजित महाराष्ट्र दौरा 
2618, देशव्यापी संघर्ष यात्रेच्या दुसऱ्या दिवसाच्या इन्दोरच्या दिशेने प्रवासास सुरुवात 
2619, पारगाव तर्फे खेड ता आंबेगाव येथे राष्ट्रवादी काँग्रेस व मित्र पक्ष शिरुर लोकसभा मतदारसंघाचे अधिकृत उमेदवार डॉ अमोल कोल्हे यांच्या प्रचारार्थ आयोजित सभा आता चेहरा नवा खासदार युवा शिरूर लोकसभा मतदार संघ 
2620, नागपुरातील महाल भागात चिटणवीसपूरा येथे झालेल्या प्रचार सभेतील काही क्षण 
2621, हीच ती वेळ पदवी अंतिम वर्ष परिक्षा आणि असलेल्या विद्यार्थ्यांचे भवितव्य काय विद्यार्थ्यांच्या या शैक्षणिक आरोग्याची काळजी करणारी भूमिका आम्ही मांडली सामनाचे कार्यकारी संपादक यांनी ही विद्यार्थ्यांची काळजी अग्रलेखात अधोरेखित केली त्याबद्दल आभार 
2622, खासदार निधीतून कोंढवे न्यू कोपरे कोंढवे धावडे शेवाळेवाडी मांगडेवाडी औताडे हांडेवाडी भिलारेवाडी वडकी गुजर निंबाळकरवाडी वडाची वाडी होळकरवाडी खडकवासला या गावांना घंटागाडी देण्यात आली आहे आज त्याचे लोकार्पण करण्यात आले 
2623, माजी आमदार हरिदास भदे अकोला पुर्व आणि बाळापूर येथील माजी आमदार बळीराम सिरस्कार यांनी भेट घेतली 
2624, थायरोकेअर लॅबने केलेल्या अँटीबॉडी चाचण्यांमध्ये वरळीत घाटकोपरला सांताक्रुजला तर बांद्रा पश्चिमेला जणांना कोरोना इन्फेक्शन होऊन गेल्याची धक्कादायक बाब समोर आलेय पालिकेने मुंबईत अशा लाख चाचण्या करुन कोरोनाचा वास्तववादी अहवाल मांडावा आयुक्तांना पत्र 
2625, इंद्रायणी हॉस्पिटल आणि कॅन्सर इन्स्टिटयूट डी जी फांऊडेशन शरद बँक भीमाशंकर कारखाना व मोरडे फूड्स यांचे संयुक्त विद्यमाने दोन दिवसीय मोफत कर्करोग निदान शिबीरास मंचर येथे सुरुवात झाली आहे तज्ञ डॉक्टर रुग्णांची तपासणी करून मार्गदर्शन करत आहेत गरजू रुग्णांनी अवश्य लाभ घ्यावा 
2626, जर लाट असेल तर त्सुनामी ठरणार आहे 
2627, जयसिंगपूर ता शिरोळ येथे शिरोळ तालुक्यातील लोकसभा निवडणूक कार्यकर्ता मेळावा 
2628, माथाडी कामगारांचे थोर नेते स्व अण्णासाहेब पाटील जयंतीनिमित्त आयोजित कार्यक्रमाला आज उपस्थित होतो माथाडी कामगारांच्या एका मेळाव्याला शिवसेना नेते उद्धव ठाकरेजी भाजपाचे प्रदेशाध्यक्ष चंद्रकांतदादा पाटील आणि सहकारी मंत्र्यासमवेत संबोधित केले 
2629, राज्यातील सर्व नऊ विभागिय मंडळातर्फे ते जुलै दरम्यान घेण्यात आलेल्या वी च्या परिक्षांचा निकाल उद्या आँगस्ट रोजी संकेत स्थळावर दुपारी वाजता जाहीर होईल यावेळी लाख हजार विद्यार्थ्यांची नोंदणी झाली होती 
2630, रांगोळी ता हातकंणगले येथे प्रजासत्ताक दिन व यात्रेच्या निम्मीत्ताने कुस्ती मैदान 
2631, सेलू जि परभणी येथे आदरणीय खा श्री शरदचंद्रजी पवार साहेब यांच्या वाढदिवसानिमित्त व्या महाराष्ट्र राज्य अजिंक्यपद निवड चाचणी कुमार कुमारी गट कब्बडी स्पर्धेचे आज उदघाटन झाले यावेळी आ विजय भांबळे आ मधुसूदन केंद्रे राजेश विटेकर उपस्थित होते 
2632, नागपूर हिवाळी अधिवेशनाच्या पूर्वसंध्येला आयोजित पत्रकार परिषद हिवाळीअधिवेशन 
2633, माझी सर्व कामगार बांधवांना विनंती आहे की त्यांनी स्वतःची नोंदणी करून शासकीय व्यवस्थेतून प्रवास करावा कृपया पायी चालत जाऊ नये 
2634, या इमारतीत शॉपिंग सेंटर मंगल कार्यालय चित्रपटगृह प्रशिक्षण केंद्र सुपर मार्केट तसेच कॉन्फरन्स हॉल आहे या विविधलक्षी इमारतीचे आज भूमिपूजन साहेबांच्या हस्ते झाले बरोबर एक वर्षाने त्यांनी देशाचे प्रमुख म्हणून या इमारतीच्या लोकार्पणासाठी यावे अशी आमची अभिलाषा आहे 
2635, अहमदनगर जिल्हा युवक कॉंग्रेसची आढावा बैठक आज अहमदनगर शहरात प्रभारी मा हरपाल सिंहजी यांच्या उपस्थितीत पार पडली 
2636, कोल्हापूर जिल्ह्यातील हिरण्यकेशी आंबेओहोळ प्रकल्पास कोटी प्रस्ताव मंजूर 
2637, शासकीय वैद्यकिय महाविद्यालयातील अध्यापकांच्या प्रश्नाबाबत आज महाराष्ट्र राज्य वैद्यकीय शिक्षक संघटनेचे अध्यक्ष डॉ सचिन मुळकुटकर यांनी भेट घेतली सोबत डॉ अभिजित जोशी डॉ सुमीत लहाने आणि डॉ हितेश मकवाना उपस्थित होते 
2638, आजचा बारामती आणि इंदापूर दौरा 
2639, जवळा बाजार येथील सभेत आज सकाळी झालेल्या सभेत उपस्थितांशी संवाद साधला 
2640, धार्मिक पर्यटनाच्या दृष्टिकोनातून पाहिल्यास बारा ज्योतिर्लिंगांपैकी त्र्यंबकेश्वर भीमाशंकर घृष्णेश्वर ही तीर्थक्षेत्र आहेत अष्टविनायक आहेत कोल्हापूर तुळजापूर माहूरगड सप्तशृंगी गड ही साडेतीन शक्तीपीठे आहेत श्रीक्षेत्र पंढरपूर श्रीक्षेत्र शिर्डी मुंबईचा सिद्धिविनायक ही धार्मिक 
2641, लोकमत समूहाचे प्रमुख व कॉंग्रेस पक्षाचे नेते माझे मार्गदर्शक राजेंद्रबाबू दर्डा यांची आज भेट घेतली व राजकारणापासून समाजकारणापर्यंत अनेक विषयांवर दिलखुलास चर्चा झाली 
2642, पाकिस्तानची साखर मुंबईत आलीच कशी खासदार राजू शेट्टी यांचा सरकारला सवाल लोकसत्ता टीम शेतकरी संघटनेचे संस्थापक खासदार राजू शेट्टी खासदार राजू शेट्टी यांचा सरकारला सवाल 
2643, मराठा समाजाच्या कार्यकर्त्यांना माहितीसाठी महाराष्ट्र मागासवर्ग आयोग कायद्याअन्वये मागासवर्ग आयोगाच्या शिफारशी सरकारने स्विकारल्या आहेत तश्या अथवा ज्या स्विकारल्या नाहीत तर न स्विकारण्याच्या कारणांसहित विधिमंडळाच्या दोन्ही सभागृहात पटलावर ठेवणे सरकारला क्रमप्राप्त आहे 
2644, जलयुक्त शिवार किंवा वृक्षलागवड कशाचीही हवी ती चौकशी करा 
2645, टी सीरीज तर्फे प्रकाशीत करण्यात आलेल्या व्हिडीओबद्दल मुख्यमंत्र्यांनी स्पष्टीकरण द्यावे दिले पाहिजे या खासगी व्हिडीओतील मुख्यमंत्री अर्थमंत्री व वरिष्ठ अधिकाऱ्यांच्या सहभागा संदर्भात काँग्रेस पक्षाचे मुख्यमंत्र्यांना प्रश्न 
2646, धर्मप्रसारक की मोदी प्रचारक केवळ फेसबुक व सोशल मीडियातील माध्यमांपर्यंतच मोदींची व भाजपाची रणनिती थांबत नाही 
2647, प्रशासनानं अत्यंत काळजीपूर्वक नियोजन करावं कोरोना उपाययोजनांची प्रत्येक माहिती लोकप्रतिनिधींसह रुग्ण व सर्वसामान्यांना मिळण्यासाठी संगणकीय प्रणालीमध्ये अद्ययावत नोंदी करण्याबरोबरच बेड उपलब्ध करुन देण्याचे नियोजन जबाबदारीपूर्वक करावे अशा सूचना केल्या 
2648, आम्हा सर्वांचे प्रेरणास्थान आणि  चे अध्यक्ष आदरणीय  साहेबांच्या वाढदिवसाच्या निमित्तानं आज पुण्यातल्या बालेवाडी स्टेडियमवर पुणे जिल्हा शिक्षण मंडळाच्या वतीनं जिल्हास्तरीय क्रीडा स्पर्धांचं आयोजन करण्यात आलं या विशेष कार्यक्रमाला उपस्थित राहिलो 
2649, साहित्यरत्न लोकशाहीर अण्णाभाऊ साठे जन्मशताब्दी दिनानिमित्त टपाल तिकीट विमोचन व गुणवंत विद्यार्थ्यांना शिष्यवृत्ती धनादेश वितरणाच्या कार्यक्रमात माझे मनोगत 
2650, मराठा आरक्षणासंदर्भात मंत्रीमंडळ उपसमिती स्थापनेचा शासननिर्णय आज जारी झाल्यानंतर मी तातडीने मंगळवारी दुपारी वाजता विधानभवन येथे समितीची पहिली बैठक बोलावली आहे दरम्यान आझाद मैदानातील मराठा समाजाच्या आंदोलकांशी मी आज सायंकाळी चर्चा करून त्यांची बाजू जाणून घेतली मराठाआरक्षण 
2651, बेस्टच्या ताफ्यात आलेल्या नव्या मिनी वातानुकुलीत बसच्या माझ्या मतदार संघात वांद्रे स्टेशन प ते रेक्लमेशन बस क्र बांद्रा स्टेशन ते शेर्ली गाव बस क्र या रुटवर फेऱ्या आज माझ्या उपस्थितीत सुरु करण्यात आल्या मी स्वतः आज नागरिकांसोबत प्रवास केला आणि तोही फक्त्त रुपयात 
2652, संविधानीक पेच असल्याने अंतिम सुनावणी घेण्याची जबाबदारी घटनापीठाकडे राज्य सरकारच्या विनंतीने दिली पण अंतरिम आदेश देऊ नये याकरिता अगोदरचे सर्वोच्च न्यायालयाचेच निर्णय राज्य सरकारने सादर केले ज्यामध्ये सर्वोच्च न्यायालयाने अंतरिम आदेश देण्याची जबाबदारी ही मोठ्या बेंचवर सोपवली होती 
2653, लावंघर उपसा सिंचन योजनेबाबत झालेल्या चर्चेत भूसंपादन पाण्याची आवश्यकता व बचत न्यायालयीन अडीअडचणी याबाबत सविस्तर चर्चा झाली प्रस्तावित योजनेमध्ये लावंघर म्हसकरवाडी शिंदेवाडी करंजे करुन व आंबावडे या सहा गावांचा समावेश असून प्रस्तावित क्षेत्र हेक्टर आयसीए इतके आहे 
2654, राज्यपातळीवर काही राज्यांमध्ये असे ऐकावयास मिळते की माननीय राज्यपालांकडून देखील थेट कार्यकारी वर्गाला सूचना निर्गमित होतात राज्यपाल महोदयांना राज्याच्या बाबतीत सल्लामसलत करण्याचे अधिकार आहेत ते त्यांनी जरूर वापरावेत 
2655, जरुर वाचा लोकमतच्या दीपोत्सव मधील राहुलजींची मुलाखत शब्दांकन अपर्णा वेलणकर यांना केलंय 
2656, केरळचे मुख्यमंत्री श्री पी विजयन यांची आज भेट घेतली नैसर्गिक आपत्तीमुळे केरळमध्ये उदभवलेल्या पूरस्थिती नंतर सुरू असलेल्या लोकांच्या पुनर्वसनाबाबत सद्भावना व्यक्त केली यावेळी चे अध्यक्ष आ थॉमस चंडी आणि वाहतूक मंत्री ए के ससिंद्रन उपस्थित होते 
2657, वाढती बेरोजगारी व नोकऱ्यांची कमतरता यावर लोकसभेत चर्चा होणे आवश्यक आहे यातून बेरोजगारीचे वास्तव सभागृहाला आणि सरकारच्या लक्षात येईल त्यामुळे हा विषय आणि राष्ट्रीय महामार्ग क्र वरील बावधन ते रावेत दरम्यानच्या रस्तारुंदीकरण याबाबत लोकसभेत चर्चा करण्याची मागणी सरकारकडे केली 
2658, शून्यातून कार्यकर्ता तयार करायचा ही भूमिका बापूंनी आयुष्यभर घेतली रेडीमेड कार्यकर्त्यांपेक्षा सामान्य कार्यकर्त्याला ताकद द्यायची आणि त्याला उभा करायचा ही बापूंची भूमिका महाराष्ट्रात अनेक ठिकाणी रुजली 
2659, आम्ही महाराष्ट्र मंत्रिमंडळातील जणांवर पुराव्यासहित आरोप केलेले आहेत कोणाची चौकशी केली तर त्याचे रिपोर्ट विधानसभेत मांडण्याचे धाडस यांनी का दाखवलं नाही 
2660, हडपसर विधानसभा मतदारसंघाचे आणि मित्र पक्षाचे विधानसभा निवडणूक चे अधिकृत उमेदवार श्री चेतन विठ्ठल तुपे यांच्या प्रचार रॅलीत सहभागी झालो यावेळी दाटीवाटीनं जमलेल्या कार्यकर्त्यांत वेगळाच उत्साह पाहायला मिळाला जनतेचा मिळालेला प्रतिसाद प्रेरणादायी आहे 
2661, दुष्काळ दौऱ्यादरम्यान आज इंदापूर तालुक्यातील कौठळी गावाला भेट दिली गैरसुविधा व समस्यांमुळे स्थानिक शेतकर्यांच्या भावना तीव्र आहेत त्यांच्याशी संवादाची नितांत आवश्यकता होती 
2662, महाराष्ट्र राज्य वर्धापनदिनानिमित्त राष्ट्रध्वज वंदन आणि संचलन कार्यक्रमाला उपस्थित होतो महाराष्ट्रदिन 
2663, फर्ग्युसन महाविद्यालयाच्या प्राचार्यांवर कारवाई व्हावी – आ जयंत पाटील मुंबई – दि फर्ग्युसन 
2664, आज तुमसर जि भंडारा येथील जनतेशी शिवस्वराज्य यात्रेच्या निमित्ताने संवाद साधला निष्क्रिय सरकार विरोधातील जनतेचा रोष आता प्रत्येक ठिकाणी पाहायला मिळतोय येत्या विधानसभा निवडणुकीत निश्चितच वेगळे चित्र पाहायला मिळेल 
2665, उत्तरदायित्व भाजपा प्रदेश कोविड सेवा बैठक मा पंतप्रधान जींना महाराष्ट्र भाजपाद्वारे संपुर्ण राज्यात करण्यात आलेल्या कोविड सेवा कार्याची माहिती देण्यासाठी आयोजित केलेल्या बैठकीमध्ये अध्यक्ष विरोधी पक्षनेते यांसह सहभागी झालो 
2666, मा पंतप्रधान जींच्या व्या वाढदिवसानिमित्त भाजपातर्फे सेवा सप्ताह आयोजित करण्यात आला आज वांद्रे पश्चिम विधानसभेत आयोजित केलेल्या रक्तदान शिबिरात आम्ही रक्ताच्या बाटल्या संकलित करुन हिंदूहृदयसम्राट बाळासाहेब ठाकरे ट्रॉमा सेंटर जोगेश्वरी रक्तपेढीला दिल्या 
2667, विठ्ठल जळी स्थळी भरला रीता ठाव नाही उरला आजी दृष्टीने पाहिला विठ्ठलची विठ्ठल 
2668, दहिहंडी उत्सवाच्या परवानग्यांमधे सुलभता यावी उत्सव निर्विघ्नपणे पार पडावा म्हणून पोलिस क्रीडा विभागाचे वरिष्ठ अधिकारी दहिहंडी समन्वय समितीचे पदाधिकारी यांची संयुक्त बैठक आज मंत्रालयात घेतली 
2669, औरंगाबाद जिल्ह्यातील करमाड कृषी उत्पन्न बाजार समितीच्या चारा छावणीला भेट देऊन पाहाणी केली शासनाच्या वतीने दुष्काळी भागात देण्यात येणाऱ्या सुविधांच्या अंमलबजावणीचा आढावा घेतला तसेच शेतकऱ्यांशी संवाध साधला यावेळी विधानसभा अध्यक्ष हरीभाऊ बागडे यांच्यासह इतर मान्यवर उपस्थित होते 
2670, आज पुण्यात आयोजित बैठकीत राष्ट्रीय महामार्ग पालखी मार्ग संदर्भातील भूसंपादन व सोलापूर कोल्हापूर रस्ते महामार्गावरील मिरज बाह्यवळण रस्त्याबाबत आढावा घेतला यावेळी पुण्याचे जिल्हाधिकारी व महत्त्वाचे अधिकारी उपस्थित होते तसंच इतर जिल्हाधिकाऱ्यांशी दूरदृश्य प्रणालीद्वारे चर्चा केली 
2671, आज गांधीभवन येथे लोकसभा निवडणुकीच्या संदर्भात राज्यातील ज्येष्ठ नेत्यांशी चर्चा केली 
2672, एमपी मिल कंपाऊंड गैरव्यवहार प्रकरणी मा लोकायुक्तांनी माजी गृहनिर्माण मंत्री यांची चौकशी केली हा अहवाल सभागृहासमोर ठेवण्याचे आश्वासन मुख्यमंत्र्यांनी दिले होते मात्र अद्यापही तो पटलावर ठेवलेला नाही अधिवेशन संपण्याआधी तो अहवाल पटलासमोर ठेवावा अशी आमची मागणी आहे 
2673, आपल्या इस्लामपूरात कोरोनाचे चार रुग्ण पॉझिटिव्ह निघाले आहेत आपण यातून बोध घ्यायला हवा भाजी मंडई व इतर ठिकाणी केली जाणारी गर्दी आता थांबवली पाहिजे सुदैवाने मा मुख्यमंत्री उद्धव ठाकरे यांनी राज्यात संचारबंदी लागू केली आहे आपण याचे पालन करायला हवे आवश्यक असेल तरच घराबाहेर पडा 
2674, जळगावमधील गोलाणी मार्केट येथे महाराष्ट्र राज्य को ऑप बॅक मर्यादित मुंबईच्या नवीन शाखेचे उद्घाटन केले यावेळी सहकार मंत्री सहकार राज्यमंत्री आ आ जिल्हाधिकारी किशोर राजे निंबाळकर यांच्यासह इतर मान्यवर उपस्थित होते 
2675, अगदी बरोबर पण त्यांचं मोठेपण जाणणारे आहेत किती 
2676, येत्या आठवड्यात सांगली कोल्हापूर व सातारा जिल्ह्यातील कोयना कृष्णाकाठच्या लोकप्रतिनिधींना बोलवून वडनेरे समितीच्या अहवालावर चर्चा करण्यात येणार आहे संभाव्य पुरस्थिती हातळण्यासाठी सर्व यंत्रणांनी परस्परांमध्ये समन्वय ठेवावा सामुग्री अद्यावत ठेवावी असे निर्देश अधिकाऱ्यांना दिले 
2677, आज परिषदेत घेण्यात आलेला निर्णय जळगावच्या आजच्या सुकाणू समितीच्या शेतकरी परिषदेने दिवाळीत बलिप्रतिपदेच्या 
2678, यावेळी प्रदेश उपाध्यक्ष अरूण अण्णा लाड जिल्हा परिषद सदस्य शरद लाड किरण लाड संरपच प्रमिला पुजारी व ग्रामस्थ उपस्थित होते 
2679, चषक क्रिकेट स्पर्धा आता अधिकाधिक उत्कंठावर्धक होत असून मुंबई उपनगराची उपांत्य फेरी आज पासून वांद्रे पूर्व येथे सुरू झाली आहे आज त्याचे उदघाटन मी केले राज्यस्तरीय अंतिम फेरी चुरशीची व रंगतदार होणार आहे 
2680, राज्य कर्जबाजारी होत असताना अर्थमंत्र्यांनी पारदर्शकता ठेवून राज्याला कर्ज उभं करण्याची किती मर्यादा आहे अशी मर्यादा आपण ओलांडली आहे का किंवा केंद्राने मर्यादा वाढवून दिली असल्यास ती किती दिली आहे अशा सर्व प्रश्नांची उत्तरे राज्यातील जनतेला द्यायला हवीत 
2681, वि स पागे संसदीय प्रशिक्षण केंद्राच्या वतीने आज विधानभवनात लोकनेते स्व राजारामबापू पाटील महाराष्ट्र राज्याचे माजी मुख्यमंत्री डॉ शंकरराव चव्हाण सहकारमहर्षी यशवंतराव मोहिते व ज्येष्ठ विचारवंत डॉ रफीक झकेरिया यांच्या जन्मशताब्दी वर्षानिमित्त सोहळा आयोजित केले गेला होता 
2682, कबुतरांना दाणे जीवन गाणे गातच जाणे पशु पक्षांना दाणे आणि भुकेलेल्यांना अन्नाचा घास चारत जाणे 
2683, मराठा आरक्षणावर माझ्या फेसबुक लाईव्ह मध्ये मी सर्वोच्च न्यायालयाच्या निकालानंतर येणाऱ्या सर्व शंकांचे निरसन करण्याचा प्रयत्न केला आहे अधिक प्रश्र्न असतील तर जरूर विचारा 
2684, दिल्ली गोलमेज परिषद 
2685, राजभवन मुंबई आणि सर जे जे समूह रुग्णालय यांच्या तर्फे जागतिक महिला दिनानिमित्त महिलांसाठी आयोजित करण्यात आलेल्या वैद्यकीय तपासणी व मार्गदर्शन शिबिराचे उद्घाटन मा जी यांच्या हस्ते संपन्न झाले या शिबिरास मा राज्यपालांसोबत उपस्थित राहण्याचा योग आला 
2686, बारामती तालुक्यातील मेखळी आणि घाडगेवाडी येथे भेट देऊन पूरग्रस्त भागाची पाहणी केली 
2687, महाविकास आघाडीचे सरकार स्थापन झाल्यापासून नाशिक जिल्ह्यातील प्रकल्पांच्या सर्वेक्षण व मान्यतांचा महिन्यातून एकदा आढावा मंत्रालय स्तरावर घेण्यात येतो लवकरात लवकर हे प्रकल्प पूर्ण करण्यासाठी आर्थिक तरतूद करण्यात येत आहे 
2688, लातूरसाठी आवश्यक तो निधी मंजूर करण्यासह जिल्हा क्रीडा संकुलातले क्रिकेट टर्फ पीच बाल शिवाजी साहसी उद्यान लॉन टेनिस कोर्ट बॅडमिंटन हॉल सांडपाणी पुनर्वापर प्रकल्प मेवायकी पद्धतीनं वृक्ष लागवड विहीर खोलीकरण दुरुस्ती इ नाविन्यपूर्ण योजनेतून राबविलेल्या विविध उपक्रमांचा आढावा घेतला 
2689, फळपिके हे बहुवार्षिक असल्याकारणाने फळपिकांना वर्षभर संरक्षण मिळावे अशी भूमिका या बैठकीत मी मांडली तासगाव तालुक्यातील द्राक्ष उत्पादक शेतकऱ्यांच्या अपेक्षाही समितीसमोर अवगत केल्या तसेच स्ट्रॉबेरी उत्पादकांसाठी प्रायोगिक तत्वावर विमा योजना राबविण्यात यावी असे मतही मांडले 
2690, माननीय महामहीम राज्यपालमहोदय त्यावर लवकरच शिक्कामोर्तब करतील अशी आशा आहे जयंत पाटील अध्यक्ष महाराष्ट्र प्रदेश राष्ट्रवादी कॉँग्रेस पार्टी 
2691, भंडारा येथील पक्षाच्या कार्यकर्ता मेळाव्यात मनोगत व्यक्त केले भंडारा गोंदियातील जनतेने मधुकर कुकडे यांना निवडून देऊन राज्यात व देशात परिवर्तनाची नांदी केली आहे ही परंपरा येणाऱ्या विधानसभेतही कायम राहील असा प्रयत्न कार्यकर्त्यांनी करून आता कामाचा संपूर्ण भर बूथ रचनेवर द्यावा 
2692, मराठा आरक्षणाच्या स्थगितीवर अध्यादेश काढणे हा मार्ग असू शकतो कायदेशीर सल्लागारांनी हे संमत केले तर कोणी आंदोलन करण्याची भूमिका घेईल असे मला वाटत नाही मराठा आरक्षणात केंद्र आणि राज्य सरकार असा वाद आणण्याची गरज नाही असे माझे मत आहे मराठा आरक्षण 
